-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,21,21,21,21,21,21,56,46,46,59,21,21,21,21,16,14,60,57,57,57,61,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,21,21,21,21,21,21,56,46,46,59,21,21,21,21,16,14,56,68,46,54,59,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,21,21,21,21,21,21,56,46,46,59,21,21,21,21,16,14,56,82,83,66,75,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,21,21,21,21,21,21,56,46,46,59,21,21,21,21,16,14,74,58,58,75,60,57,61,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,21,21,21,21,21,21,56,46,46,59,21,21,21,21,16,14,21,21,21,21,56,46,59,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,21,21,21,21,21,21,56,46,46,59,21,21,21,21,16,14,21,21,21,21,74,58,75,21,60,57,61,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,28,29,29,4,21,21,3,29,29,29,29,4,21,21,3,30,28,29,29,29,4,21,21,21,21,56,46,59,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,1,1,18,21,21,17,1,1,2,0,18,21,21,17,1,1,1,1,2,14,21,21,21,21,74,58,75,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,60,57,61,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,56,46,59,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,56,46,59,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,56,46,59,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,56,46,59,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,14,21,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,74,58,75,21,21,21,21,21,16,14,21,21,21,21,21,21,21,60,17,18,61,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,21,21,21,21,21,21,21,21,16,14,21,21,21,21,21,21,21,56,46,41,59,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,14,21,21,21,21,21,21,21,21,16,14,21,21,21,21,21,21,21,56,46,41,59,21,21,21,21,21,21,21,16,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,28,29,29,29,29,29,29,29,29,30,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
